,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_exploration_final_eps,params_exploration_fraction,params_gamma,params_learning_starts,params_lr,params_net_arch,params_subsample_steps,params_target_update_interval,params_train_freq,state
722,722,470.2380284000001,2021-05-06 10:08:56.826981,2021-05-06 10:24:50.586213,0 days 00:15:53.759232000,512,100000,0.03669691384306135,0.23101515190532856,0.95,10000,0.0016455052609036526,small,2,1,1000,COMPLETE
723,723,652.2064868000001,2021-05-06 10:19:36.205377,2021-05-06 10:34:54.687708,0 days 00:15:18.482331000,512,100000,0.036812617854311294,0.2437168002843303,0.95,10000,0.0017338344374887905,small,2,1,1000,COMPLETE
724,724,634.7771191999999,2021-05-06 10:24:50.594157,2021-05-06 10:40:18.117547,0 days 00:15:27.523390000,512,1000000,0.0610505304991016,0.24146915226199045,0.95,10000,0.0019958478516346346,small,2,1,1000,COMPLETE
725,725,45.6027358,2021-05-06 10:25:11.285529,2021-05-06 10:40:28.649240,0 days 00:15:17.363711000,512,1000000,0.04385078341947127,0.24345635520765874,0.95,10000,0.0021637716360649235,small,2,1,1000,COMPLETE
726,726,-52.4091674,2021-05-06 10:34:54.697052,2021-05-06 10:37:48.144522,0 days 00:02:53.447470000,512,1000000,0.062219820889607674,0.2634195727854376,0.95,5000,0.0021940373938670417,small,2,5000,1000,PRUNED
727,727,1140.701748,2021-05-06 10:37:48.148996,2021-05-06 11:10:05.204647,0 days 00:32:17.055651000,512,1000000,0.07793863400715854,0.21694286310295272,0.95,10000,0.0041862437895725125,small,1,1,4,COMPLETE
728,728,500.1497908,2021-05-06 10:40:18.126493,2021-05-06 11:12:44.045054,0 days 00:32:25.918561000,512,1000000,0.044396904196615766,0.2732333266173362,0.95,10000,0.004512143333612621,small,1,1,4,COMPLETE
729,729,-20.103319199999987,2021-05-06 10:40:28.652098,2021-05-06 11:03:55.161534,0 days 00:23:26.509436000,128,1000000,0.05014902161272913,0.21917071701595817,0.95,0,0.004708185341282142,small,1,1,4,COMPLETE
730,730,254.30240599999996,2021-05-06 11:03:55.170997,2021-05-06 11:20:04.573184,0 days 00:16:09.402187000,512,100000,0.08036203887577828,0.2722995543255068,0.95,10000,0.0012853624386850746,small,2,1,1000,COMPLETE
731,731,518.9088554,2021-05-06 11:10:05.219311,2021-05-06 11:25:39.208034,0 days 00:15:33.988723000,512,100000,0.10849536739234664,0.27309615080600325,0.995,10000,0.0013707533980202335,small,2,1,1000,COMPLETE
732,732,-219.5065958,2021-05-06 11:12:44.047387,2021-05-06 11:15:03.905751,0 days 00:02:19.858364000,512,100000,0.034855409473116945,0.27924214900523137,0.995,10000,0.0012808259870252514,tiny,2,1,1000,PRUNED
733,733,926.8888881999999,2021-05-06 11:15:03.906710,2021-05-06 11:30:56.582641,0 days 00:15:52.675931000,512,100000,0.10782932435420836,0.26261138923839794,0.95,10000,0.0015266240702981534,small,2,1,1000,COMPLETE
734,734,259.6626938,2021-05-06 11:20:04.580865,2021-05-06 11:35:49.716861,0 days 00:15:45.135996000,512,1000000,0.0692917550208198,0.2589321474734918,0.95,10000,0.006463998251734827,small,2,1,1000,COMPLETE
735,735,668.2081690000001,2021-05-06 11:25:39.215505,2021-05-06 11:41:53.677556,0 days 00:16:14.462051000,512,1000000,0.03997057358973724,0.2635264638745217,0.95,10000,0.007003567748287558,small,2,1,1000,COMPLETE
736,736,1288.8558494000001,2021-05-06 11:30:56.584948,2021-05-06 11:46:57.468413,0 days 00:16:00.883465000,512,1000000,0.04046361018904296,0.2549622531704591,0.95,10000,0.0025750312300781416,small,2,1,1000,COMPLETE
737,737,-343.79303860000005,2021-05-06 11:35:49.728360,2021-05-06 11:38:18.608345,0 days 00:02:28.879985000,512,1000000,0.00014984002724666157,0.3025839873576143,0.95,10000,0.0023605476568815857,small,2,10000,1000,PRUNED
738,738,321.87805940000004,2021-05-06 11:38:18.609920,2021-05-06 11:53:27.301176,0 days 00:15:08.691256000,512,1000000,0.14091018618310236,0.24650315055393082,0.95,10000,0.003277134030466918,small,2,1,1000,COMPLETE
739,739,92.29907160000002,2021-05-06 11:41:53.693144,2021-05-06 11:57:51.654364,0 days 00:15:57.961220000,512,100000,0.03173364549591151,0.24697117708924457,0.95,5000,0.0034927130256706585,small,2,1,1000,COMPLETE
740,740,-274.2538052,2021-05-06 11:46:57.480020,2021-05-06 11:53:13.001191,0 days 00:06:15.521171000,16,100000,0.04889694675624385,0.2556952591959484,0.95,5000,0.0017633846149469289,small,2,15000,1000,COMPLETE
741,741,1041.1517392,2021-05-06 11:53:13.004335,2021-05-06 12:06:14.174947,0 days 00:13:01.170612000,256,1000000,0.04353442653132386,0.28387108334761846,0.95,10000,0.002445221245273753,small,2,1,1000,COMPLETE
742,742,44.53367359999999,2021-05-06 11:53:27.305478,2021-05-06 11:56:28.395125,0 days 00:03:01.089647000,256,100000,0.043320950576470334,0.265491389607299,0.95,10000,0.002334721512312097,small,2,1,128,PRUNED
743,743,116.65071039999998,2021-05-06 11:56:28.407607,2021-05-06 12:12:27.909714,0 days 00:15:59.502107000,512,1000000,0.04883339043269842,0.28210487584288113,0.95,10000,0.002548193911768964,small,2,1,1000,COMPLETE
744,744,827.8345858,2021-05-06 11:57:51.665593,2021-05-06 12:15:12.915030,0 days 00:17:21.249437000,512,1000000,0.04126396568498162,0.25568889296903224,0.95,0,0.001874213756181199,small,2,1,1000,COMPLETE
745,745,785.7287834,2021-05-06 12:06:14.177653,2021-05-06 12:19:29.590750,0 days 00:13:15.413097000,128,1000000,0.048028563744187874,0.2545421366891686,0.95,0,0.0019288113525838873,small,2,1,1000,COMPLETE
746,746,-32.67832940000001,2021-05-06 12:12:27.912075,2021-05-06 12:25:49.875053,0 days 00:13:21.962978000,128,100000,0.03946843286719577,0.2563680189972393,0.95,0,0.0015653454233465122,small,2,1,1000,COMPLETE
747,747,271.8258112,2021-05-06 12:15:12.926161,2021-05-06 12:31:55.213282,0 days 00:16:42.287121000,512,100000,0.03996601633292915,0.27023355643145874,0.9999,10000,0.0015222822745126609,small,2,1,1000,COMPLETE
748,748,161.3538482,2021-05-06 12:19:29.593745,2021-05-06 12:21:24.916979,0 days 00:01:55.323234000,32,100000,0.03904633991777998,0.2709786869084863,0.9999,10000,0.0010228160631976196,small,8,1,1000,PRUNED
749,749,830.8266888,2021-05-06 12:21:24.917949,2021-05-06 12:40:16.066432,0 days 00:18:51.148483000,512,100000,0.05770237098316681,0.2613157244194122,0.95,10000,0.001459999552608149,small,2,1,4,COMPLETE
750,750,104.05395200000001,2021-05-06 12:25:49.887110,2021-05-06 12:45:09.311812,0 days 00:19:19.424702000,512,1000000,0.05370838411937618,0.3155174933065123,0.95,10000,0.0029824896141694077,small,2,1,4,COMPLETE
751,751,448.7113805999999,2021-05-06 12:31:55.226501,2021-05-06 12:51:24.252812,0 days 00:19:29.026311000,512,1000000,0.19245820189094,0.24081827606213665,0.95,10000,0.002880645142262967,small,2,1,16,COMPLETE
752,752,333.0813044,2021-05-06 12:40:16.068493,2021-05-06 12:52:26.450826,0 days 00:12:10.382333000,512,1000000,0.046461070145589686,0.241299088540234,0.95,10000,0.0028244382711043376,small,4,1,1000,COMPLETE
753,753,-326.72476919999997,2021-05-06 12:45:09.314852,2021-05-06 12:47:09.740035,0 days 00:02:00.425183000,512,1000000,0.04625809035749494,0.2404189335389434,0.95,10000,0.0022831869904331565,small,4,1000,1000,PRUNED
754,754,186.98416400000002,2021-05-06 12:47:09.753644,2021-05-06 13:04:09.882378,0 days 00:17:00.128734000,512,1000000,0.03511866016832681,0.29708034191559823,0.95,10000,0.0019438085012272793,small,2,1,1000,COMPLETE
755,755,-84.8080414,2021-05-06 12:51:24.270377,2021-05-06 12:53:40.629033,0 days 00:02:16.358656000,512,100000,0.052505351361772555,0.29902677471331823,0.95,20000,0.0011197445699207059,small,2,1,1000,PRUNED
756,756,-82.68383700000001,2021-05-06 12:52:26.467341,2021-05-06 12:53:29.548403,0 days 00:01:03.081062000,512,100000,0.03436216367454534,0.29872284335730487,0.9,20000,0.000708235422763232,small,2,5000,1000,PRUNED
757,757,1419.1331073999997,2021-05-06 12:53:29.564707,2021-05-06 13:10:52.697909,0 days 00:17:23.133202000,512,1000000,0.05521242217699271,0.27784584424972747,0.95,10000,0.0011990229890100864,small,2,1,1000,COMPLETE
758,758,1010.6749424000002,2021-05-06 12:53:40.630500,2021-05-06 13:19:49.169424,0 days 00:26:08.538924000,512,1000000,0.00041820342268561765,0.28343510008356976,0.95,10000,0.0020150819977396697,small,1,1,1,COMPLETE
759,759,7.5112675999999965,2021-05-06 13:04:09.890903,2021-05-06 13:10:57.815311,0 days 00:06:47.924408000,512,1000000,0.05687871918824205,0.27993053800788165,0.95,10000,0.0005108916889233072,small,1,1,1,PRUNED
760,760,-351.4604234,2021-05-06 13:10:52.705729,2021-05-06 13:13:02.798795,0 days 00:02:10.093066000,512,1000000,0.05756341844304421,0.2847197076861132,0.95,10000,0.0007404934310165063,tiny,1,20000,1,PRUNED
761,761,9.855630800000005,2021-05-06 13:10:57.826496,2021-05-06 13:23:27.958927,0 days 00:12:30.132431000,512,1000000,0.057116541279641025,0.286348253696379,0.95,10000,0.0011023659717997998,small,2,1,1000,COMPLETE
762,762,279.61784100000006,2021-05-06 13:13:02.800951,2021-05-06 13:23:22.386015,0 days 00:10:19.585064000,256,1000000,0.062030732668434084,0.2784501680224642,0.95,10000,0.000837116635691568,small,2,1,1000,COMPLETE
763,763,163.16683559999998,2021-05-06 13:19:49.175010,2021-05-06 13:32:47.658804,0 days 00:12:58.483794000,512,1000000,0.06235176482470748,0.27526890040471863,0.95,10000,0.0008372256018119551,small,2,1,1000,COMPLETE
764,764,857.7960852,2021-05-06 13:23:22.395218,2021-05-06 13:37:29.565915,0 days 00:14:07.170697000,512,1000000,0.06078543049150287,0.27088963867625854,0.95,10000,0.0010805383963641837,small,2,1,256,COMPLETE
765,765,533.8709658,2021-05-06 13:23:27.960563,2021-05-06 13:36:27.688960,0 days 00:12:59.728397000,512,1000000,0.052334213361185426,0.2685707688036224,0.95,10000,0.004743681738173796,small,2,1,1000,COMPLETE
766,766,-235.76082219999998,2021-05-06 13:32:47.661232,2021-05-06 13:46:20.373071,0 days 00:13:32.711839000,512,1000000,0.054196583575696476,0.30735202182923793,0.95,10000,0.005083761832097704,small,2,1,256,COMPLETE
767,767,143.59144780000003,2021-05-06 13:36:27.696550,2021-05-06 13:39:50.730088,0 days 00:03:23.033538000,512,1000000,0.048069128696665644,0.247895333575082,0.95,10000,0.00118870749847677,small,2,1,4,PRUNED
768,768,-53.9928122,2021-05-06 13:37:29.572884,2021-05-06 13:39:58.731071,0 days 00:02:29.158187000,100,1000000,0.05154338322328471,0.30749050157264396,0.99,10000,0.0037242285480180133,small,2,1,4,PRUNED
769,769,-54.563259600000016,2021-05-06 13:39:50.738150,2021-05-06 13:52:45.936556,0 days 00:12:55.198406000,512,1000000,0.05295631765757415,0.2336894002968192,0.99,10000,0.003983923591771693,small,2,1,1000,COMPLETE
770,770,-143.48621500000002,2021-05-06 13:39:58.754548,2021-05-06 13:42:22.938200,0 days 00:02:24.183652000,512,1000000,0.05585732857183462,0.29192577602909364,0.95,10000,0.005392639981284015,small,2,10000,1000,PRUNED
771,771,729.6412574,2021-05-06 13:42:22.940341,2021-05-06 13:56:03.190767,0 days 00:13:40.250426000,512,1000000,0.04271547263844226,0.26071854518820636,0.95,5000,0.0036220964969873527,small,2,1,1000,COMPLETE
772,772,190.8154008,2021-05-06 13:46:20.375575,2021-05-06 13:57:24.751158,0 days 00:11:04.375583000,256,1000000,0.06702198541240319,0.2622321611126641,0.95,5000,0.002499926455093844,small,2,1,1000,COMPLETE
773,773,-240.56728479999998,2021-05-06 13:52:45.946405,2021-05-06 14:01:04.931143,0 days 00:08:18.984738000,256,1000000,0.04425293046565489,0.26004288053567703,0.95,5000,0.0024648580056066288,small,2,15000,1000,COMPLETE
774,774,567.724005,2021-05-06 13:56:03.193019,2021-05-06 14:06:54.400740,0 days 00:10:51.207721000,256,1000000,0.046428433748991395,0.24729323434718806,0.95,10000,0.002402599133342804,small,2,1,1000,COMPLETE
775,775,181.32250480000002,2021-05-06 13:57:24.754930,2021-05-06 13:58:35.877945,0 days 00:01:11.123015000,16,1000000,0.04536941280130814,0.2469434500210293,0.95,10000,0.0016868026171288006,small,2,15000,1000,PRUNED
776,776,46.80083940000001,2021-05-06 13:58:35.879660,2021-05-06 14:10:01.412956,0 days 00:11:25.533296000,512,1000000,0.04818223192437909,0.22553610715417613,0.95,10000,0.001347787257003046,small,2,1,128,PRUNED
777,777,932.6121056000002,2021-05-06 14:01:04.937565,2021-05-06 14:16:22.745746,0 days 00:15:17.808181000,512,1000000,0.048650093522614006,0.23293202624995327,0.95,1000,0.008913093952424065,small,2,1,1000,COMPLETE
778,778,691.0856012,2021-05-06 14:06:54.404253,2021-05-06 14:24:41.193325,0 days 00:17:46.789072000,512,1000000,0.11667442361594968,0.22832284828414606,0.95,10000,0.0013466060166215633,small,2,1,128,COMPLETE
779,779,-276.269991,2021-05-06 14:10:01.414492,2021-05-06 14:16:19.195296,0 days 00:06:17.780804000,128,1000000,0.05921063460888158,0.29051627292567744,0.95,10000,0.00966666999129016,small,8,1,1000,PRUNED
780,780,263.9447846,2021-05-06 14:16:19.199323,2021-05-06 14:38:25.260232,0 days 00:22:06.060909000,512,1000000,0.039563750734693565,0.23644716898472587,0.95,1000,0.003118797389910098,small,2,1,8,COMPLETE
781,781,926.984786,2021-05-06 14:16:22.749083,2021-05-06 14:36:26.662555,0 days 00:20:03.913472000,512,10000,0.06458080260532897,0.2524875060684888,0.95,10000,0.0031606135411024476,small,2,1,8,COMPLETE
782,782,-231.43065859999996,2021-05-06 14:24:41.207648,2021-05-06 14:27:07.857242,0 days 00:02:26.649594000,32,1000000,0.040002281688337755,0.31948206022874975,0.95,10000,0.003082453198988157,small,2,1,8,PRUNED
783,783,430.64222920000003,2021-05-06 14:27:07.858433,2021-05-06 14:45:12.040917,0 days 00:18:04.182484000,512,10000,0.06582153236909728,0.21211571906689064,0.95,10000,0.0017597690494670748,small,2,1,1000,COMPLETE
784,784,815.9777025999999,2021-05-06 14:36:26.677809,2021-05-06 14:53:40.772335,0 days 00:17:14.094526000,512,1000000,0.07156593426077111,0.21169296559138895,0.95,10000,0.0017606021983409173,small,2,1,1000,COMPLETE
785,785,504.47274779999987,2021-05-06 14:38:25.267650,2021-05-06 14:55:16.038180,0 days 00:16:50.770530000,512,1000000,0.07047609490235798,0.27225096098089185,0.95,10000,0.0018399702694537766,small,2,1,1000,COMPLETE
786,786,79.89469520000002,2021-05-06 14:45:12.048569,2021-05-06 15:12:24.219558,0 days 00:27:12.170989000,512,1000000,0.056999909522504194,0.25410297544580285,0.95,10000,0.0019280901291075787,small,1,1,1000,COMPLETE
787,787,-23.793154199999986,2021-05-06 14:53:40.780236,2021-05-06 14:59:47.373485,0 days 00:06:06.593249000,512,1000000,0.12238169743704659,0.27510770539790685,0.95,10000,0.004147796611763771,small,1,1,4,PRUNED
788,788,-331.8956488,2021-05-06 14:55:16.043464,2021-05-06 14:57:16.464337,0 days 00:02:00.420873000,512,1000000,0.033863393906121725,0.2510169516523507,0.95,10000,0.002159829600881001,tiny,2,1000,4,PRUNED
789,789,-248.9531872,2021-05-06 14:57:16.466949,2021-05-06 15:03:38.637407,0 days 00:06:22.170458000,512,1000000,0.0839548212828051,0.2764457459649723,0.95,10000,0.004141316133534917,small,1,1,1000,PRUNED
790,790,692.7048896,2021-05-06 14:59:47.382506,2021-05-06 15:17:19.891781,0 days 00:17:32.509275000,512,1000000,0.05153647071355588,0.26495214125617916,0.995,10000,0.0011640931913460733,small,2,1,1000,COMPLETE
791,791,17.745130000000007,2021-05-06 15:03:38.642907,2021-05-06 15:06:34.468942,0 days 00:02:55.826035000,128,1000000,0.05585781092234834,0.25672017733900765,0.95,0,0.0006339684107329764,small,2,20000,16,PRUNED
792,792,-365.7316212,2021-05-06 15:06:34.483412,2021-05-06 15:10:17.620934,0 days 00:03:43.137522000,512,1000000,0.03604299554449668,0.29273956996776757,0.9,10000,0.21938181853736496,small,2,1,1000,PRUNED
793,793,309.435043,2021-05-06 15:10:17.632360,2021-05-06 15:27:07.532414,0 days 00:16:49.900054000,512,1000000,0.053021199252243946,0.19198292763189673,0.95,10000,0.0022197764754959643,small,2,1,1000,COMPLETE
794,794,-176.9144184,2021-05-06 15:12:24.240340,2021-05-06 15:23:22.130969,0 days 00:10:57.890629000,512,100000,0.05062045491683605,0.23810100818016403,0.995,10000,0.006060443235747311,small,2,5000,1000,PRUNED
795,795,-338.0136896,2021-05-06 15:17:19.894505,2021-05-06 15:20:00.901199,0 days 00:02:41.006694000,512,50000,0.04344683180568778,0.2405295705279854,0.95,10000,0.00620971512293541,small,2,5000,1000,PRUNED
796,796,993.974309,2021-05-06 15:20:00.907052,2021-05-06 15:36:40.922929,0 days 00:16:40.015877000,512,100000,0.060186166778790885,0.22199334525202644,0.95,10000,0.00253022710433758,small,2,1,1000,COMPLETE
797,797,101.98930020000002,2021-05-06 15:23:22.135214,2021-05-06 15:40:22.890804,0 days 00:17:00.755590000,512,1000000,0.06088985985546643,0.2849241665343326,0.95,10000,0.0026596893497871314,small,2,1,1000,COMPLETE
798,798,-81.9891962,2021-05-06 15:27:07.534872,2021-05-06 15:39:35.501389,0 days 00:12:27.966517000,100,100000,0.06088410222170976,0.2810200076517288,0.95,10000,0.0028220390856345183,small,2,1,1000,COMPLETE
799,799,,2021-05-06 15:36:40.925595,,,512,1000000,0.09133487259118384,0.28262339693254424,0.95,10000,0.000917348168689115,small,2,1,1000,RUNNING
800,800,,2021-05-06 15:39:35.511229,,,512,1000000,0.03206596336088705,0.26819393277638903,0.95,10000,0.001523049188067052,small,2,1,1000,RUNNING
801,801,,2021-05-06 15:40:22.901675,,,512,1000000,0.03770036757106237,0.2652012128472792,0.95,10000,0.00152422042730707,small,2,1,1000,RUNNING
