,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_exploration_final_eps,params_exploration_fraction,params_gamma,params_learning_starts,params_lr,params_net_arch,params_subsample_steps,params_target_update_interval,params_train_freq,state
355,355,1126.3995564000002,2021-05-05 09:18:09.547617,2021-05-05 09:35:41.778742,0 days 00:17:32.231125000,512,1000000,0.02133657906774416,0.2317916355060449,0.95,10000,0.001850483753720598,small,2,1,1000,COMPLETE
356,356,1243.8058578,2021-05-05 09:25:22.349692,2021-05-05 09:43:25.603422,0 days 00:18:03.253730000,512,1000000,0.01701626517480789,0.24328099709464934,0.95,10000,0.0018478414453407782,small,2,1,1000,COMPLETE
357,357,1340.3694831999999,2021-05-05 09:35:41.791142,2021-05-05 09:52:59.065749,0 days 00:17:17.274607000,512,1000000,0.029371190913915296,0.23129167117810467,0.95,10000,0.0019482215143987976,small,2,1,1000,COMPLETE
358,358,1485.1098034,2021-05-05 09:36:42.522308,2021-05-05 09:54:45.933152,0 days 00:18:03.410844000,512,1000000,0.02633362231811897,0.22175283117941602,0.95,10000,0.0018307754257612685,small,2,1,1000,COMPLETE
359,359,656.3232228,2021-05-05 09:43:25.610773,2021-05-05 10:00:45.009885,0 days 00:17:19.399112000,512,1000000,0.0312663237218715,0.22929117563578078,0.98,10000,0.0018945678891764725,small,2,1,1000,COMPLETE
360,360,554.5966708,2021-05-05 09:52:59.076874,2021-05-05 10:09:56.401587,0 days 00:16:57.324713000,512,1000000,0.017188777296611907,0.2215078658231351,0.98,10000,0.0017896568189484426,small,2,1,1000,COMPLETE
361,361,622.0143688,2021-05-05 09:54:45.935538,2021-05-05 10:12:07.162350,0 days 00:17:21.226812000,512,1000000,0.02635071695669621,0.2171520992060867,0.95,10000,0.0018323434606628533,small,2,1,1000,COMPLETE
362,362,803.5745290000001,2021-05-05 10:00:45.017333,2021-05-05 10:17:30.083271,0 days 00:16:45.065938000,512,1000000,0.02451134670353757,0.22073790668947374,0.95,10000,0.0017364707358549644,small,2,1,1000,COMPLETE
363,363,642.2844046,2021-05-05 10:09:56.403834,2021-05-05 10:27:17.092969,0 days 00:17:20.689135000,512,1000000,0.024942451643227278,0.21467572410027447,0.95,10000,0.0019759410767290556,small,2,1,1000,COMPLETE
364,364,-287.5316672,2021-05-05 10:12:07.174047,2021-05-05 10:16:09.123553,0 days 00:04:01.949506000,512,1000000,0.02637406112775443,0.23518844562526894,0.95,0,0.0021222858348397522,small,2,15000,1000,PRUNED
365,365,811.4765176,2021-05-05 10:16:09.126722,2021-05-05 10:33:17.445213,0 days 00:17:08.318491000,512,1000000,0.030051230475882873,0.24314523146848468,0.95,10000,0.0015995387255243925,small,2,1,1000,COMPLETE
366,366,523.4205144,2021-05-05 10:17:30.087097,2021-05-05 10:35:15.341009,0 days 00:17:45.253912000,512,1000000,0.023758157849528085,0.24632362646639333,0.95,10000,0.0015396038374138248,small,2,1,1000,COMPLETE
367,367,1165.5628437999999,2021-05-05 10:27:17.094660,2021-05-05 10:45:55.388302,0 days 00:18:38.293642000,512,1000000,0.029502030218610257,0.24613007485311406,0.95,10000,0.001589453212651653,small,2,1,1000,COMPLETE
368,368,116.164926,2021-05-05 10:33:17.449698,2021-05-05 10:52:32.267228,0 days 00:19:14.817530000,512,1000000,0.020472473494578314,0.24951051887032527,0.95,10000,0.0024493884419266115,small,2,1,16,COMPLETE
369,369,59.5375914,2021-05-05 10:35:15.352152,2021-05-05 10:39:51.338111,0 days 00:04:35.985959000,512,1000000,0.028131026835848755,0.23043077130547535,0.95,10000,0.002342752263912526,small,2,1,16,PRUNED
370,370,1045.6613160000002,2021-05-05 10:39:51.340881,2021-05-05 10:58:40.860931,0 days 00:18:49.520050000,512,1000000,0.021639488191659766,0.2558668379521051,0.95,10000,0.00247228720408278,small,2,1,1000,COMPLETE
371,371,506.90984879999996,2021-05-05 10:45:55.391289,2021-05-05 11:06:42.344086,0 days 00:20:46.952797000,512,1000000,0.02971648290007497,0.2571257244160605,0.95,10000,0.0027168504789507283,small,2,1,4,COMPLETE
372,372,1461.9220376,2021-05-05 10:52:32.277286,2021-05-05 11:12:46.616230,0 days 00:20:14.338944000,512,1000000,0.03862770407528371,0.264558641975372,0.95,10000,0.0029300490231619937,small,2,1,4,COMPLETE
373,373,695.3820726,2021-05-05 10:58:40.870872,2021-05-05 11:17:05.262253,0 days 00:18:24.391381000,512,1000000,0.03212401057479691,0.2654826922688162,0.95,10000,0.0028368447102876827,small,2,1,1000,COMPLETE
374,374,1118.2221718,2021-05-05 11:06:42.351978,2021-05-05 11:20:57.659687,0 days 00:14:15.307709000,256,1000000,0.03508741432867807,0.26424600077721694,0.95,10000,0.001966097864632016,small,2,1,1000,COMPLETE
375,375,527.2550441999999,2021-05-05 11:12:46.636405,2021-05-05 11:28:13.313150,0 days 00:15:26.676745000,256,1000000,0.03240800712526666,0.2724706721297124,0.95,10000,0.004161817249448702,small,2,1,4,COMPLETE
376,376,144.37292859999997,2021-05-05 11:17:05.265191,2021-05-05 11:31:22.767783,0 days 00:14:17.502592000,256,1000000,0.03530456599155187,0.2693582230587257,0.95,10000,0.00708188689012496,small,2,1,1000,COMPLETE
377,377,134.440015,2021-05-05 11:20:57.671338,2021-05-05 11:24:32.850401,0 days 00:03:35.179063000,256,1000000,0.037026484936451616,0.2677716328642522,0.95,10000,0.004143602378674226,small,2,1,4,PRUNED
378,378,612.4048570000001,2021-05-05 11:24:32.854374,2021-05-05 11:40:04.648845,0 days 00:15:31.794471000,256,1000000,0.022704144329383592,0.2618725069160558,0.95,0,0.001991833435147023,small,2,1,1000,COMPLETE
379,379,180.256831,2021-05-05 11:28:13.319455,2021-05-05 11:33:10.941156,0 days 00:04:57.621701000,256,1000000,0.027787957660596486,0.20295330789407356,0.99,0,0.001961595729553678,small,2,1,4,PRUNED
380,380,-52.144218,2021-05-05 11:31:22.770002,2021-05-05 11:52:58.864188,0 days 00:21:36.094186000,512,1000000,0.039899835303557514,0.25164022359369237,0.99,0,0.0020052110406518606,small,2,1,4,COMPLETE
381,381,754.4435159999999,2021-05-05 11:33:10.942261,2021-05-05 11:47:28.071743,0 days 00:14:17.129482000,256,1000000,0.037106858252843655,0.2452170158041177,0.95,10000,0.002046131843790716,small,2,1,1000,COMPLETE
382,382,-369.0295596,2021-05-05 11:40:04.652416,2021-05-05 11:42:18.272169,0 days 00:02:13.619753000,256,1000000,0.03642800279021858,0.25132780557787837,0.95,10000,0.0030861514939667925,small,2,5000,4,PRUNED
383,383,1365.0751037999999,2021-05-05 11:42:18.284104,2021-05-05 11:58:32.687527,0 days 00:16:14.403423000,256,1000000,0.03844407051745051,0.24202595943299957,0.95,10000,0.0033073118452624805,small,2,1,4,COMPLETE
384,384,835.6233478,2021-05-05 11:47:28.084934,2021-05-05 12:08:23.039025,0 days 00:20:54.954091000,512,1000000,0.04364013841243482,0.22956512474615018,0.95,10000,0.003072634957032094,small,2,1,4,COMPLETE
385,385,-241.07182859999998,2021-05-05 11:52:58.887679,2021-05-05 11:55:47.690962,0 days 00:02:48.803283000,512,10000,0.02951762091708146,0.2244373447973682,0.95,10000,0.0031750760004118587,small,2,20000,4,PRUNED
386,386,1381.808339,2021-05-05 11:55:47.700365,2021-05-05 12:15:41.605305,0 days 00:19:53.904940000,512,1000000,0.02819767433885906,0.23505927022998369,0.95,10000,0.0016149219347492262,small,2,1,1000,COMPLETE
387,387,271.970952,2021-05-05 11:58:32.695801,2021-05-05 12:14:48.503346,0 days 00:16:15.807545000,256,1000000,0.04548583271135698,0.23891347317633246,0.95,10000,0.0015779642042252939,small,2,1,4,COMPLETE
388,388,594.6270722,2021-05-05 12:08:23.051803,2021-05-05 12:23:55.163721,0 days 00:15:32.111918000,256,1000000,0.046724089567919125,0.23571256427288245,0.95,10000,0.0015845830778088471,small,2,1,4,COMPLETE
389,389,330.38673,2021-05-05 12:14:48.507166,2021-05-05 12:30:40.663801,0 days 00:15:52.156635000,256,1000000,0.033503546780677254,0.2594955595495589,0.95,10000,0.0026465072058560915,small,2,1,4,COMPLETE
390,390,923.7006011999999,2021-05-05 12:15:41.613640,2021-05-05 12:30:57.261394,0 days 00:15:15.647754000,256,1000000,0.04079541814702548,0.23882818556121738,0.95,10000,0.0025348344864403204,small,2,1,1000,COMPLETE
391,391,539.3385316,2021-05-05 12:23:55.168080,2021-05-05 12:44:59.196081,0 days 00:21:04.028001000,512,1000000,0.03931269174829529,0.24454732072001972,0.95,10000,0.002551927113853443,small,2,1,4,COMPLETE
392,392,1422.1393166,2021-05-05 12:30:40.673882,2021-05-05 12:53:52.536113,0 days 00:23:11.862231000,256,1000000,0.039649323400270386,0.2440959309869104,0.95,10000,0.0011402154020401375,small,1,1,4,COMPLETE
393,393,950.1712688,2021-05-05 12:30:57.262738,2021-05-05 12:45:47.731235,0 days 00:14:50.468497000,256,1000000,0.028377765681572447,0.24643024150635828,0.95,10000,0.0010980585659074627,small,2,1,1000,COMPLETE
394,394,319.4454226,2021-05-05 12:44:59.199596,2021-05-05 13:08:04.374140,0 days 00:23:05.174544000,256,1000000,0.032451924927055606,0.22677897937192812,0.95,10000,0.0012803788699860912,small,1,1,4,COMPLETE
395,395,617.3066277999999,2021-05-05 12:45:47.744063,2021-05-05 13:08:06.688132,0 days 00:22:18.944069000,256,1000000,0.03277297450061897,0.22379225884397166,0.95,10000,0.003639655176898518,small,1,1,128,COMPLETE
396,396,-289.1087528,2021-05-05 12:53:52.554885,2021-05-05 12:57:38.613488,0 days 00:03:46.058603000,256,1000000,0.03241251510685654,0.25564908005701154,0.95,10000,0.0013373501697817906,small,1,15000,4,PRUNED
397,397,49.34175120000001,2021-05-05 12:57:38.637294,2021-05-05 13:02:48.868863,0 days 00:05:10.231569000,256,1000000,0.04033851005371923,0.26115670039337596,0.95,10000,0.0012289157847603619,small,1,1,4,PRUNED
398,398,12.507139599999999,2021-05-05 13:02:48.873746,2021-05-05 13:04:44.588918,0 days 00:01:55.715172000,256,1000000,0.03448160751946246,0.23041028371550581,0.95,10000,0.0011536061005120038,tiny,8,1,4,PRUNED
399,399,-58.886947,2021-05-05 13:04:44.592328,2021-05-05 13:08:38.785340,0 days 00:03:54.193012000,256,1000000,0.03149754598791121,0.24200347330341324,0.95,10000,0.0016766076409220245,small,2,1,4,PRUNED
400,400,-299.3354582,2021-05-05 13:08:04.386703,2021-05-05 13:11:47.179703,0 days 00:03:42.793000000,256,1000000,0.05063530940573622,0.24896134922565202,0.95,10000,0.001633387414559046,small,1,10000,4,PRUNED
401,401,120.6928064,2021-05-05 13:08:06.690639,2021-05-05 13:27:01.425975,0 days 00:18:54.735336000,256,1000000,0.027239255963680983,0.24999458797103585,0.95,10000,0.0017827229102125972,small,1,10000,4,COMPLETE
402,402,255.08417719999997,2021-05-05 13:08:38.786334,2021-05-05 13:33:02.063643,0 days 00:24:23.277309000,256,1000000,0.04267104193738814,0.2506557008780948,0.95,10000,0.0020735729321997645,small,1,1,4,COMPLETE
403,403,536.3765786,2021-05-05 13:11:47.181519,2021-05-05 13:35:37.423720,0 days 00:23:50.242201000,256,1000000,0.037949346612062895,0.2597937488700498,0.95,10000,0.0020815753496330755,small,1,1,4,COMPLETE
404,404,289.8881392,2021-05-05 13:27:01.452748,2021-05-05 13:45:34.090660,0 days 00:18:32.637912000,512,1000000,0.04284971855019093,0.2163605555231231,0.95,10000,0.002193506318351833,small,2,1,1000,COMPLETE
405,405,443.53541340000004,2021-05-05 13:33:02.070113,2021-05-05 13:51:07.420567,0 days 00:18:05.350454000,512,1000000,0.025753644929522687,0.26274267317558936,0.95,10000,0.0022081725074754818,small,2,1,1000,COMPLETE
406,406,66.7017202,2021-05-05 13:35:37.432366,2021-05-05 13:53:09.210398,0 days 00:17:31.778032000,512,1000000,0.05353267437974127,0.21463610390257526,0.95,10000,0.003727917347482123,small,2,1,1000,COMPLETE
407,407,1333.8516794000002,2021-05-05 13:45:34.093158,2021-05-05 14:03:41.406696,0 days 00:18:07.313538000,512,100000,0.05559049030913281,0.26851131661725824,0.95,5000,0.003642995612095331,small,2,1,1000,COMPLETE
408,408,-127.4321196,2021-05-05 13:51:07.430945,2021-05-05 14:09:10.272227,0 days 00:18:02.841282000,512,100000,0.03491447021931824,0.23613428588716587,0.95,5000,0.000990410827933759,small,2,1,1000,COMPLETE
409,409,1004.4619096,2021-05-05 13:53:09.213573,2021-05-05 14:10:10.129698,0 days 00:17:00.916125000,512,100000,0.03664740691697541,0.23537562482315275,0.95,5000,0.0014388832898309981,small,2,1,1000,COMPLETE
410,410,639.2796930000001,2021-05-05 14:03:41.413392,2021-05-05 14:22:30.628237,0 days 00:18:49.214845000,512,100000,0.02338338576882687,0.2726336230786994,0.95,5000,0.005209720150762023,small,2,1,1000,COMPLETE
411,411,397.5974556,2021-05-05 14:09:10.278931,2021-05-05 14:27:53.890688,0 days 00:18:43.611757000,512,100000,0.048096028781465384,0.27258904575114473,0.95,5000,0.005375766308015832,small,2,1,1000,COMPLETE
412,412,800.6478674000001,2021-05-05 14:10:10.131208,2021-05-05 14:28:22.517776,0 days 00:18:12.386568000,512,100000,0.023086362174017234,0.2744900708579106,0.95,5000,0.005049427109187468,small,2,1,1000,COMPLETE
413,413,782.1887734,2021-05-05 14:22:30.630512,2021-05-05 14:40:59.511096,0 days 00:18:28.880584000,512,100000,0.02853764121020078,0.2887525744158811,0.95,5000,0.004310902393899485,small,2,1,256,COMPLETE
414,414,1335.9555978,2021-05-05 14:27:53.898972,2021-05-05 14:44:40.732261,0 days 00:16:46.833289000,512,100000,0.054722243160897244,0.286969585949953,0.95,10000,0.004103046115145042,small,2,1,1000,COMPLETE
415,415,1113.2862289999998,2021-05-05 14:28:22.521181,2021-05-05 14:45:43.991121,0 days 00:17:21.469940000,512,100000,0.061654707693765826,0.2848745745372408,0.95,5000,0.0031995494081321608,small,2,1,256,COMPLETE
416,416,-77.8131784,2021-05-05 14:40:59.518801,2021-05-05 14:49:02.784820,0 days 00:08:03.266019000,128,100000,0.026798404627055447,0.24193993965627494,0.95,1000,0.003231444025447475,small,2,5000,1000,COMPLETE
417,417,-228.21571699999998,2021-05-05 14:44:40.736923,2021-05-05 14:47:12.360218,0 days 00:02:31.623295000,512,100000,0.05904616424661425,0.2537145929692086,0.95,5000,0.0036642005017114287,small,2,5000,1000,PRUNED
418,418,-379.7470228,2021-05-05 14:45:43.998358,2021-05-05 14:56:45.018374,0 days 00:11:01.020016000,512,100000,0.05661405089800489,0.24210525682537243,0.95,1000,0.007723511878035039,small,2,20000,1000,COMPLETE
419,419,318.94116080000003,2021-05-05 14:47:12.362654,2021-05-05 15:00:52.411835,0 days 00:13:40.049181000,512,100000,0.06909449523881653,0.24199031956185718,0.95,1000,0.004016710168884007,small,2,1,1000,COMPLETE
420,420,54.3333296,2021-05-05 14:49:02.790840,2021-05-05 14:51:05.342174,0 days 00:02:02.551334000,512,100000,0.0618085839240851,0.26517025414794465,0.95,10000,0.007534225476862023,small,2,20000,1000,PRUNED
421,421,-14.308502400000004,2021-05-05 14:51:05.343700,2021-05-05 15:02:59.179457,0 days 00:11:53.835757000,512,100000,0.05465970911534927,0.23181278792722154,0.95,20000,0.004297133178134117,small,2,1,1000,COMPLETE
422,422,871.8877260000002,2021-05-05 14:56:45.021464,2021-05-05 15:08:45.264417,0 days 00:12:00.242953000,512,100000,0.05344326622012523,0.22254892333030427,0.95,20000,0.0011096156518657619,small,2,1,1000,COMPLETE
423,423,677.9094672000001,2021-05-05 15:00:52.413887,2021-05-05 15:21:57.119769,0 days 00:21:04.705882000,512,100000,0.053960738909918295,0.23172322829226236,0.95,10000,0.0011302673401589929,small,1,1,1000,COMPLETE
424,424,246.388881,2021-05-05 15:02:59.183517,2021-05-05 15:23:33.682054,0 days 00:20:34.498537000,512,100000,0.050144951559728916,0.2546686507400634,0.95,10000,0.0011076889811147395,small,1,1,1000,COMPLETE
425,425,37.389165200000015,2021-05-05 15:08:45.269750,2021-05-05 15:10:00.588981,0 days 00:01:15.319231000,512,100000,0.06564696968949539,0.25788699132063303,0.9999,10000,0.0014785343037857616,tiny,8,1,1000,PRUNED
426,426,55.8774766,2021-05-05 15:10:00.591015,2021-05-05 15:34:33.584267,0 days 00:24:32.993252000,512,100000,0.04831514116436694,0.2781199606502807,0.95,0,0.006077260900386089,small,1,1,4,COMPLETE
427,427,112.1835904,2021-05-05 15:21:57.134424,2021-05-05 15:38:15.162531,0 days 00:16:18.028107000,512,100000,0.04932837525552644,0.25350050735295043,0.95,0,0.0025741352851382016,small,2,1,4,COMPLETE
428,428,-6.385722399999997,2021-05-05 15:23:33.687699,2021-05-05 15:28:36.209900,0 days 00:05:02.522201000,512,100000,0.04676752729003652,0.27214056118743174,0.95,0,0.005912374646380547,small,2,1,4,PRUNED
429,429,674.9384216,2021-05-05 15:28:36.211861,2021-05-05 15:36:27.703902,0 days 00:07:51.492041000,32,100000,0.04571398570221344,0.28095655614475584,0.95,10000,0.0028081733779653285,small,2,1,8,COMPLETE
430,430,49.1861914,2021-05-05 15:34:33.589116,2021-05-05 15:51:28.680995,0 days 00:16:55.091879000,512,100000,0.03034312452375708,0.28274910745332954,0.95,10000,0.002865305759703323,small,2,1,128,COMPLETE
431,431,168.64927400000002,2021-05-05 15:36:27.715038,2021-05-05 15:38:40.175537,0 days 00:02:12.460499000,512,100000,0.02948001003699987,0.31361298425148715,0.95,10000,0.002482574664671009,small,2,15000,128,PRUNED
432,432,-384.19905780000005,2021-05-05 15:38:15.168346,2021-05-05 15:51:38.397933,0 days 00:13:23.229587000,512,100000,0.05762995510484798,0.30018317401814437,0.95,10000,0.0016080950900793812,small,2,15000,128,COMPLETE
433,433,553.1042232,2021-05-05 15:38:40.178872,2021-05-05 15:55:09.779127,0 days 00:16:29.600255000,512,100000,0.040430952910703664,0.3012864483390971,0.95,10000,0.0015771164511945797,small,2,1,1000,COMPLETE
434,434,54.463226,2021-05-05 15:51:28.688141,2021-05-05 15:53:54.223905,0 days 00:02:25.535764000,16,100000,0.02238382668179047,0.21152658138530678,0.95,10000,0.0015709790417375654,small,2,1,1000,PRUNED
435,435,-163.2925922,2021-05-05 15:51:38.399607,2021-05-05 16:01:36.734464,0 days 00:09:58.334857000,16,100000,0.09248531424424863,0.2648278573463306,0.995,10000,0.0008431072177036856,small,2,1,1000,COMPLETE
436,436,145.87875679999996,2021-05-05 15:53:54.226312,2021-05-05 15:58:19.352768,0 days 00:04:25.126456000,512,100000,0.025965884050436025,0.26495411673384917,0.999,5000,0.0035972810761251395,small,2,1,16,PRUNED
437,437,32.41157220000001,2021-05-05 15:55:09.782060,2021-05-05 16:11:50.687647,0 days 00:16:40.905587000,512,100000,0.02292454609394638,0.2624821177452873,0.995,5000,0.0008666249835879161,small,2,1,1000,COMPLETE
438,438,1052.4676878,2021-05-05 15:58:19.354767,2021-05-05 16:14:35.517957,0 days 00:16:16.163190000,512,100000,0.04268152086103489,0.2480819530811876,0.995,10000,0.0022220387720233653,small,2,1,1000,COMPLETE
439,439,449.8234198,2021-05-05 16:01:36.741405,2021-05-05 16:18:48.205795,0 days 00:17:11.464390000,512,100000,0.019243414381172087,0.24878833766118766,0.95,10000,0.0019825847525660125,small,2,1,1000,COMPLETE
440,440,48.53014899999997,2021-05-05 16:11:50.690983,2021-05-05 16:28:49.527656,0 days 00:16:58.836673000,512,1000000,0.0427195166204196,0.2467038443809464,0.95,10000,0.002238384868087803,small,2,1,1000,COMPLETE
441,441,274.5941428,2021-05-05 16:14:35.530679,2021-05-05 16:31:18.949277,0 days 00:16:43.418598000,512,1000000,0.039590039111973695,0.2224009924808023,0.95,10000,0.003210449826887008,small,2,1,1000,COMPLETE
442,442,1068.5433890000002,2021-05-05 16:18:48.217704,2021-05-05 16:35:30.021537,0 days 00:16:41.803833000,512,1000000,0.07741069155210528,0.22569894696054368,0.95,10000,0.003333589129721676,small,2,1,1000,COMPLETE
443,443,1252.6131544,2021-05-05 16:28:49.535535,2021-05-05 16:44:27.583889,0 days 00:15:38.048354000,512,1000000,0.029317346468149704,0.22801834804952295,0.95,10000,0.0033248521602923914,small,2,1,1000,COMPLETE
444,444,-38.854230000000015,2021-05-05 16:31:18.951426,2021-05-05 16:46:43.082899,0 days 00:15:24.131473000,512,1000000,0.03516448352816663,0.2339574165125806,0.95,10000,0.0013307048570305783,small,2,1,1000,COMPLETE
445,445,182.66094360000002,2021-05-05 16:35:30.042463,2021-05-05 16:51:09.034969,0 days 00:15:38.992506000,512,100000,0.03044064118515067,0.23276780233722563,0.95,10000,0.0013543414636867479,small,2,1,1000,COMPLETE
446,446,575.1198598,2021-05-05 16:44:27.592578,2021-05-05 17:01:02.929703,0 days 00:16:35.337125000,512,100000,0.033427967898028856,0.21051747805010557,0.95,10000,0.005027251670934038,small,2,1,1000,COMPLETE
447,447,1096.7479966,2021-05-05 16:46:43.092497,2021-05-05 17:02:47.216179,0 days 00:16:04.123682000,512,100000,0.031162744528653495,0.2871709606940877,0.95,10000,0.004423119314611708,small,2,1,1000,COMPLETE
448,448,163.2547826,2021-05-05 16:51:09.043767,2021-05-05 17:07:25.865390,0 days 00:16:16.821623000,512,100000,0.03690935087122239,0.2088177815043427,0.99,10000,0.0043365119007569095,small,2,1,1000,COMPLETE
449,449,57.1882832,2021-05-05 17:01:02.934326,2021-05-05 17:17:49.033237,0 days 00:16:46.098911000,512,1000000,0.02651408600802904,0.29125062276181113,0.99,10000,0.003924159858434846,small,2,1,1000,COMPLETE
450,450,254.3851116,2021-05-05 17:02:47.220958,2021-05-05 17:18:35.005899,0 days 00:15:47.784941000,512,1000000,0.027358556674722565,0.27350428029104146,0.99,10000,0.003976732768435894,small,2,1,1000,COMPLETE
451,451,39.150745400000005,2021-05-05 17:07:25.867901,2021-05-05 17:21:05.199185,0 days 00:13:39.331284000,128,1000000,0.028006760881835367,0.26939522737129834,0.95,10000,0.0029011657827108933,small,2,1,4,COMPLETE
452,452,-201.68865060000002,2021-05-05 17:17:49.035557,2021-05-05 17:28:51.590958,0 days 00:11:02.555401000,512,1000000,0.03942519644236501,0.27525993534690774,0.95,10000,0.002718487150315178,tiny,2,1,4,COMPLETE
453,453,1084.3795237999998,2021-05-05 17:18:35.010416,2021-05-05 17:32:54.984624,0 days 00:14:19.974208000,128,1000000,0.0391452150337461,0.25596674747545783,0.95,10000,0.0029048714926087254,small,2,1,4,COMPLETE
454,454,739.1579356,2021-05-05 17:21:05.200917,2021-05-05 17:38:26.751719,0 days 00:17:21.550802000,512,100000,0.037766966020319065,0.24037011701068203,0.95,10000,0.002808231190479159,small,2,1,1000,COMPLETE
455,455,-157.54546679999999,2021-05-05 17:28:51.593274,2021-05-05 17:31:15.754233,0 days 00:02:24.160959000,512,100000,0.034023345893342175,0.257331797703344,0.95,10000,0.0023548637077790814,small,8,1,1000,PRUNED
456,456,1324.4730338000002,2021-05-05 17:31:15.756396,2021-05-05 17:47:11.435150,0 days 00:15:55.678754000,512,100000,0.03637355259808532,0.24160794868609226,0.95,10000,0.003331419649477894,small,2,1,1000,COMPLETE
457,457,510.99107920000006,2021-05-05 17:32:54.998511,2021-05-05 17:49:02.940452,0 days 00:16:07.941941000,512,100000,0.05183233511267106,0.24616988896765274,0.95,10000,0.001784934002164848,small,2,1,1000,COMPLETE
458,458,253.5443232,2021-05-05 17:38:26.753559,2021-05-05 17:54:07.962822,0 days 00:15:41.209263000,512,100000,0.03184317583559671,0.24132561487994914,0.95,10000,0.0018777801106531456,small,2,1,1000,COMPLETE
459,459,-93.6488614,2021-05-05 17:47:11.444278,2021-05-05 17:58:47.446644,0 days 00:11:36.002366000,64,1000000,0.03279718320716116,0.22132158417731945,0.9999,10000,0.005446991081071375,small,2,1,1000,COMPLETE
460,460,-246.7412784,2021-05-05 17:49:02.942840,2021-05-05 17:59:54.086400,0 days 00:10:51.143560000,32,1000000,0.03394491162067531,0.21850245075605162,0.95,10000,0.005552716642849554,small,2,1,1000,COMPLETE
461,461,-356.55760399999997,2021-05-05 17:54:07.972712,2021-05-05 17:55:30.078964,0 days 00:01:22.106252000,32,1000000,0.03519782415359871,0.2203406671367352,0.95,10000,0.005313861027130849,small,2,10000,1000,PRUNED
462,462,-4.489424599999995,2021-05-05 17:55:30.081466,2021-05-05 18:07:48.251483,0 days 00:12:18.170017000,64,1000000,0.037911652179928576,0.22000041036552415,0.9999,10000,0.003601936805199456,small,2,1,1000,COMPLETE
463,463,726.255889,2021-05-05 17:58:47.452665,2021-05-05 18:15:02.044318,0 days 00:16:14.591653000,512,1000000,0.042554989631952346,0.2356648875884987,0.95,10000,0.004038442861839319,small,2,1,1000,COMPLETE
464,464,56.128269599999996,2021-05-05 17:59:54.088632,2021-05-05 18:03:49.911277,0 days 00:03:55.822645000,512,100000,0.04628990689478159,0.22997704509485514,0.95,10000,0.003335591735588722,small,2,1,8,PRUNED
465,465,844.7079067999999,2021-05-05 18:03:49.913464,2021-05-05 18:21:00.245608,0 days 00:17:10.332144000,512,1000000,0.0414391441672904,0.33682643192466943,0.95,5000,0.003960087254532351,small,2,1,1000,COMPLETE
466,466,842.4338233999999,2021-05-05 18:07:48.261774,2021-05-05 18:26:12.496693,0 days 00:18:24.234919000,512,100000,0.04256772782654137,0.23829904901610913,0.95,10000,0.004392502972017477,small,2,1,16,COMPLETE
467,467,1054.743638,2021-05-05 18:15:02.047653,2021-05-05 18:45:51.710433,0 days 00:30:49.662780000,512,100000,0.10624505302981943,0.24177326005073418,0.95,5000,0.002390282218550484,small,1,1,16,COMPLETE
468,468,1327.805236,2021-05-05 18:21:00.254613,2021-05-05 18:48:50.423449,0 days 00:27:50.168836000,512,100000,0.07287741396786192,0.24306677782304448,0.95,10000,0.0023465625931869,small,1,1,1000,COMPLETE
469,469,-121.27913979999998,2021-05-05 18:26:12.504414,2021-05-05 18:45:28.022206,0 days 00:19:15.517792000,512,100000,0.024442572367971854,0.25247370934195157,0.95,0,0.002269998662598285,small,2,1,1000,COMPLETE
470,470,437.9243888,2021-05-05 18:45:28.031355,2021-05-05 19:11:25.018667,0 days 00:25:56.987312000,512,100000,0.06372625317561842,0.3183724517948435,0.999,10000,0.00309635121808165,small,1,1,1000,COMPLETE
471,471,491.7234512,2021-05-05 18:45:51.712319,2021-05-05 19:01:44.161834,0 days 00:15:52.449515000,512,1000000,0.031206267055569226,0.3100987811355709,0.95,10000,0.0028675534243254963,small,2,1,1000,COMPLETE
472,472,1212.2825770000002,2021-05-05 18:48:50.431144,2021-05-05 19:15:45.421467,0 days 00:26:54.990323000,512,100000,0.046953135225248695,0.3114172037216882,0.999,10000,0.0032172716317509908,small,1,1,1000,COMPLETE
473,473,284.65939399999996,2021-05-05 19:01:44.171624,2021-05-05 19:27:25.530590,0 days 00:25:41.358966000,512,100000,0.07446861538089995,0.25607395375799297,0.95,10000,0.003541366373553818,small,1,1,1000,COMPLETE
474,474,273.6810958,2021-05-05 19:11:25.020774,2021-05-05 19:38:12.400677,0 days 00:26:47.379903000,512,100000,0.05996622590147684,0.2595546957594705,0.95,10000,0.003482933469561027,small,1,1,1000,COMPLETE
475,475,-80.4733558,2021-05-05 19:15:45.430294,2021-05-05 19:39:45.845453,0 days 00:24:00.415159000,512,100000,0.05577739717564091,0.31903665418490756,0.999,20000,0.003314308357223365,small,1,1,1000,COMPLETE
476,476,-347.8410266,2021-05-05 19:27:25.544481,2021-05-05 19:29:40.537573,0 days 00:02:14.993092000,512,100000,0.05264588891705467,0.23264344599754105,0.95,20000,0.0032397419105848232,small,1,5000,4,PRUNED
477,477,681.2637437999999,2021-05-05 19:29:40.544971,2021-05-05 19:57:01.545051,0 days 00:27:21.000080000,512,100000,0.05061214677611685,0.33231995074049364,0.95,10000,0.006409222539736727,small,1,1,256,COMPLETE
